n_modules,topology,link_noise,cgcs,z,shared_profile,collapse_residual,abs_residual
16,ring_lattice,0.28500000000000003,0.024798325157937385,2.7094241967772397,0.062419540819446784,-0.0376212156615094,0.0376212156615094
16,ring_lattice,0.29,0.020209688508539176,2.8097732411023215,0.05679832757859338,-0.036588639070054205,0.036588639070054205
16,ring_lattice,0.295,0.010654099875235802,2.9101222854274043,0.05165544472187622,-0.04100134484664042,0.04100134484664042
16,ring_lattice,0.3,0.008883915060623174,3.0104713297524874,0.04695504903901537,-0.0380711339783922,0.0380711339783922
16,ring_lattice,0.305,0.0038468431141846487,3.1108203740775706,0.04266312511985204,-0.03881628200566739,0.03881628200566739
16,ring_lattice,0.31,0.0022257859828947913,3.2111694184026534,0.0387475545881526,-0.036521768605257805,0.036521768605257805
16,ring_lattice,0.315,0.0018262832452884345,3.3115184627277365,0.035178145212325984,-0.03335186196703755,0.03335186196703755
16,ring_lattice,0.32,0.00037794013641524363,3.4118675070528197,0.03192662737366636,-0.03154868723725112,0.03154868723725112
16,ring_lattice,0.325,1.8942240678226717e-05,3.5122165513779025,0.028966624520064377,-0.02894768227938615,0.02894768227938615
16,ring_lattice,0.33,0.0004950924964116638,3.6125655957029856,0.02627360338294571,-0.025778510886534045,0.025778510886534045
16,ring_lattice,0.335,0.0,3.7129146400280684,0.023824808919376106,-0.023824808919376106,0.023824808919376106
16,ring_lattice,0.34,0.0,3.8132636843531516,0.02159918818078932,-0.02159918818078932,0.02159918818078932
16,ring_lattice,0.34500000000000003,7.388368229814795e-05,3.9136127286782347,0.019577306616963108,-0.01950342293466496,0.01950342293466496
16,ring_lattice,0.35000000000000003,0.0,4.0139617730033175,0.017741259704529222,-0.017741259704529222,0.017741259704529222
16,ring_lattice,0.355,0.0,4.114310817328399,0.016074582244528846,-0.016074582244528846,0.016074582244528846
16,ring_lattice,0.36,0.0,4.214659861653482,0.014562157201080006,-0.014562157201080006,0.014562157201080006
16,ring_lattice,0.365,0.0,4.315008905978566,0.01319012554875365,-0.01319012554875365,0.01319012554875365
16,ring_lattice,0.37,0.0,4.415357950303648,0.01194579825402542,-0.01194579825402542,0.01194579825402542
16,ring_lattice,0.375,0.0,4.515706994628731,0.01081757122993221,-0.01081757122993221,0.01081757122993221
16,ring_lattice,0.38,0.0,4.616056038953815,0.00979484386627405,-0.00979484386627405,0.00979484386627405
16,ring_lattice,0.385,0.0,4.7164050832788975,0.008867941544065228,-0.008867941544065228,0.008867941544065228
16,ring_lattice,0.39,0.0,4.81675412760398,0.008028042386446832,-0.008028042386446832,0.008028042386446832
16,ring_lattice,0.395,0.0,4.917103171929064,0.007267108373464892,-0.007267108373464892,0.007267108373464892
16,ring_lattice,0.4,0.0,5.017452216254146,0.006577820850004024,-0.006577820850004024,0.006577820850004024
16,small_world,0.0,0.9296180313996333,-2.987239091953121,0.9519942907881231,-0.02237625938848986,0.02237625938848986
16,small_world,0.005,0.9243345966956141,-2.906502900278712,0.9481669638903478,-0.023832367194733695,0.023832367194733695
16,small_world,0.01,0.9172155463097614,-2.8257667086043035,0.9440524303130085,-0.02683688400324702,0.02683688400324702
16,small_world,0.015,0.913002790218887,-2.7450305169298947,0.9396320777625631,-0.026629287543676106,0.026629287543676106
16,small_world,0.02,0.9032259006858125,-2.6642943252554865,0.9348865666382655,-0.03166066595245298,0.03166066595245298
16,small_world,0.025,0.9020113274166861,-2.5835581335810778,0.9297958835355267,-0.027784556118840564,0.027784556118840564
16,small_world,0.03,0.890144152935808,-2.502821941906669,0.9243394119646092,-0.03419525902880127,0.03419525902880127
16,small_world,0.035,0.8873557618533282,-2.4220857502322604,0.9184960224066814,-0.031140260553353172,0.031140260553353172
