mode,sample_size,trial,signal_rate,unique_lanes_seen
uniform,250,194,0.272,8
constrained,250,194,1.0,8
uniform,250,195,0.296,8
constrained,250,195,1.0,8
uniform,250,196,0.264,8
constrained,250,196,1.0,8
uniform,250,197,0.244,8
constrained,250,197,1.0,8
uniform,250,198,0.296,8
constrained,250,198,1.0,8
uniform,250,199,0.268,8
constrained,250,199,1.0,8
uniform,500,0,0.268,8
constrained,500,0,1.0,8
uniform,500,1,0.254,8
constrained,500,1,1.0,8
uniform,500,2,0.274,8
constrained,500,2,1.0,8
uniform,500,3,0.29,8
constrained,500,3,1.0,8
uniform,500,4,0.266,8
constrained,500,4,1.0,8
uniform,500,5,0.296,8
constrained,500,5,1.0,8
uniform,500,6,0.238,8
constrained,500,6,1.0,8
uniform,500,7,0.264,8
constrained,500,7,1.0,8
uniform,500,8,0.306,8
constrained,500,8,1.0,8
uniform,500,9,0.284,8
constrained,500,9,1.0,8
uniform,500,10,0.272,8
constrained,500,10,1.0,8
uniform,500,11,0.288,8
constrained,500,11,1.0,8
uniform,500,12,0.254,8
constrained,500,12,1.0,8
uniform,500,13,0.26,8
constrained,500,13,1.0,8
uniform,500,14,0.312,8
constrained,500,14,1.0,8
uniform,500,15,0.246,8
constrained,500,15,1.0,8
uniform,500,16,0.274,8
constrained,500,16,1.0,8
uniform,500,17,0.282,8
constrained,500,17,1.0,8
uniform,500,18,0.268,8
constrained,500,18,1.0,8
uniform,500,19,0.272,8
constrained,500,19,1.0,8
uniform,500,20,0.284,8
constrained,500,20,1.0,8
uniform,500,21,0.256,8
constrained,500,21,1.0,8
uniform,500,22,0.258,8
constrained,500,22,1.0,8
uniform,500,23,0.276,8
constrained,500,23,1.0,8
uniform,500,24,0.272,8
constrained,500,24,1.0,8
uniform,500,25,0.286,8
constrained,500,25,1.0,8
uniform,500,26,0.272,8
constrained,500,26,1.0,8
uniform,500,27,0.27,8
constrained,500,27,1.0,8
uniform,500,28,0.278,8
constrained,500,28,1.0,8
uniform,500,29,0.242,8
constrained,500,29,1.0,8
uniform,500,30,0.276,8
constrained,500,30,1.0,8
uniform,500,31,0.282,8
constrained,500,31,1.0,8
uniform,500,32,0.314,8
constrained,500,32,1.0,8
uniform,500,33,0.278,8
constrained,500,33,1.0,8
uniform,500,34,0.248,8
constrained,500,34,1.0,8
uniform,500,35,0.248,8
constrained,500,35,1.0,8
uniform,500,36,0.29,8
constrained,500,36,1.0,8
uniform,500,37,0.25,8
constrained,500,37,1.0,8
uniform,500,38,0.282,8
constrained,500,38,1.0,8
uniform,500,39,0.268,8
constrained,500,39,1.0,8
uniform,500,40,0.246,8
constrained,500,40,1.0,8
uniform,500,41,0.236,8
constrained,500,41,1.0,8
uniform,500,42,0.276,8
constrained,500,42,1.0,8
uniform,500,43,0.256,8
constrained,500,43,1.0,8
uniform,500,44,0.254,8
constrained,500,44,1.0,8
uniform,500,45,0.258,8
constrained,500,45,1.0,8
uniform,500,46,0.276,8
constrained,500,46,1.0,8
uniform,500,47,0.23,8
constrained,500,47,1.0,8
uniform,500,48,0.274,8
constrained,500,48,1.0,8
uniform,500,49,0.246,8
constrained,500,49,1.0,8
uniform,500,50,0.266,8
constrained,500,50,1.0,8
uniform,500,51,0.29,8
constrained,500,51,1.0,8
uniform,500,52,0.276,8
constrained,500,52,1.0,8
uniform,500,53,0.264,8
constrained,500,53,1.0,8
uniform,500,54,0.276,8
constrained,500,54,1.0,8
uniform,500,55,0.272,8
constrained,500,55,1.0,8
uniform,500,56,0.238,8
constrained,500,56,1.0,8
uniform,500,57,0.224,8
constrained,500,57,1.0,8
uniform,500,58,0.25,8
constrained,500,58,1.0,8
uniform,500,59,0.246,8
constrained,500,59,1.0,8
uniform,500,60,0.258,8
constrained,500,60,1.0,8
uniform,500,61,0.276,8
constrained,500,61,1.0,8
uniform,500,62,0.302,8
constrained,500,62,1.0,8
uniform,500,63,0.26,8
constrained,500,63,1.0,8
uniform,500,64,0.276,8
constrained,500,64,1.0,8
uniform,500,65,0.264,8
constrained,500,65,1.0,8
uniform,500,66,0.284,8
constrained,500,66,1.0,8
uniform,500,67,0.258,8
constrained,500,67,1.0,8
uniform,500,68,0.248,8
constrained,500,68,1.0,8
uniform,500,69,0.262,8
constrained,500,69,1.0,8
uniform,500,70,0.27,8
constrained,500,70,1.0,8
uniform,500,71,0.264,8
constrained,500,71,1.0,8
uniform,500,72,0.264,8
constrained,500,72,1.0,8
uniform,500,73,0.284,8
constrained,500,73,1.0,8
uniform,500,74,0.26,8
constrained,500,74,1.0,8
uniform,500,75,0.224,8
constrained,500,75,1.0,8
uniform,500,76,0.264,8
constrained,500,76,1.0,8
uniform,500,77,0.268,8
constrained,500,77,1.0,8
uniform,500,78,0.282,8
constrained,500,78,1.0,8
uniform,500,79,0.246,8
constrained,500,79,1.0,8
uniform,500,80,0.266,8
constrained,500,80,1.0,8
uniform,500,81,0.286,8
constrained,500,81,1.0,8
uniform,500,82,0.312,8
constrained,500,82,1.0,8
uniform,500,83,0.292,8
constrained,500,83,1.0,8
uniform,500,84,0.292,8
constrained,500,84,1.0,8
uniform,500,85,0.27,8
constrained,500,85,1.0,8
uniform,500,86,0.312,8
constrained,500,86,1.0,8
uniform,500,87,0.3,8
constrained,500,87,1.0,8
uniform,500,88,0.24,8
constrained,500,88,1.0,8
uniform,500,89,0.284,8
constrained,500,89,1.0,8
uniform,500,90,0.298,8
constrained,500,90,1.0,8
uniform,500,91,0.28,8
constrained,500,91,1.0,8
uniform,500,92,0.308,8
constrained,500,92,1.0,8
uniform,500,93,0.284,8
constrained,500,93,1.0,8
uniform,500,94,0.244,8
constrained,500,94,1.0,8
uniform,500,95,0.28,8
constrained,500,95,1.0,8
uniform,500,96,0.276,8
constrained,500,96,1.0,8
uniform,500,97,0.274,8
constrained,500,97,1.0,8
uniform,500,98,0.284,8
constrained,500,98,1.0,8
uniform,500,99,0.28,8
constrained,500,99,1.0,8
uniform,500,100,0.246,8
constrained,500,100,1.0,8
uniform,500,101,0.294,8
constrained,500,101,1.0,8
uniform,500,102,0.284,8
constrained,500,102,1.0,8
uniform,500,103,0.246,8
constrained,500,103,1.0,8
uniform,500,104,0.276,8
constrained,500,104,1.0,8
uniform,500,105,0.244,8
constrained,500,105,1.0,8
uniform,500,106,0.25,8
constrained,500,106,1.0,8
uniform,500,107,0.282,8
constrained,500,107,1.0,8
uniform,500,108,0.292,8
constrained,500,108,1.0,8
uniform,500,109,0.294,8
constrained,500,109,1.0,8
uniform,500,110,0.238,8
constrained,500,110,1.0,8
uniform,500,111,0.252,8
constrained,500,111,1.0,8
uniform,500,112,0.27,8
constrained,500,112,1.0,8
uniform,500,113,0.278,8
constrained,500,113,1.0,8
uniform,500,114,0.266,8
constrained,500,114,1.0,8
uniform,500,115,0.254,8
constrained,500,115,1.0,8
uniform,500,116,0.248,8
constrained,500,116,1.0,8
uniform,500,117,0.258,8
constrained,500,117,1.0,8
uniform,500,118,0.282,8
constrained,500,118,1.0,8
uniform,500,119,0.282,8
constrained,500,119,1.0,8
uniform,500,120,0.308,8
constrained,500,120,1.0,8
uniform,500,121,0.254,8
constrained,500,121,1.0,8
uniform,500,122,0.276,8
constrained,500,122,1.0,8
uniform,500,123,0.29,8
constrained,500,123,1.0,8
uniform,500,124,0.294,8
constrained,500,124,1.0,8
uniform,500,125,0.26,8
constrained,500,125,1.0,8
uniform,500,126,0.284,8
constrained,500,126,1.0,8
uniform,500,127,0.26,8
constrained,500,127,1.0,8
uniform,500,128,0.26,8
constrained,500,128,1.0,8
uniform,500,129,0.27,8
constrained,500,129,1.0,8
uniform,500,130,0.266,8
constrained,500,130,1.0,8
uniform,500,131,0.294,8
constrained,500,131,1.0,8
uniform,500,132,0.242,8
constrained,500,132,1.0,8
uniform,500,133,0.26,8
constrained,500,133,1.0,8
uniform,500,134,0.246,8
constrained,500,134,1.0,8
uniform,500,135,0.284,8
constrained,500,135,1.0,8
uniform,500,136,0.3,8
constrained,500,136,1.0,8
uniform,500,137,0.27,8
constrained,500,137,1.0,8
uniform,500,138,0.272,8
constrained,500,138,1.0,8
uniform,500,139,0.268,8
constrained,500,139,1.0,8
uniform,500,140,0.254,8
constrained,500,140,1.0,8
uniform,500,141,0.26,8
constrained,500,141,1.0,8
uniform,500,142,0.252,8
constrained,500,142,1.0,8
uniform,500,143,0.264,8
constrained,500,143,1.0,8
uniform,500,144,0.276,8
constrained,500,144,1.0,8
uniform,500,145,0.258,8
constrained,500,145,1.0,8
uniform,500,146,0.272,8
constrained,500,146,1.0,8
uniform,500,147,0.256,8
constrained,500,147,1.0,8
uniform,500,148,0.218,8
constrained,500,148,1.0,8
uniform,500,149,0.27,8
constrained,500,149,1.0,8
uniform,500,150,0.262,8
constrained,500,150,1.0,8
uniform,500,151,0.264,8
constrained,500,151,1.0,8
uniform,500,152,0.286,8
constrained,500,152,1.0,8
uniform,500,153,0.28,8
constrained,500,153,1.0,8
uniform,500,154,0.25,8
constrained,500,154,1.0,8
uniform,500,155,0.264,8
constrained,500,155,1.0,8
uniform,500,156,0.268,8
constrained,500,156,1.0,8
uniform,500,157,0.276,8
constrained,500,157,1.0,8
uniform,500,158,0.246,8
constrained,500,158,1.0,8
uniform,500,159,0.262,8
constrained,500,159,1.0,8
uniform,500,160,0.268,8
constrained,500,160,1.0,8
uniform,500,161,0.25,8
constrained,500,161,1.0,8
uniform,500,162,0.272,8
constrained,500,162,1.0,8
uniform,500,163,0.266,8
constrained,500,163,1.0,8
uniform,500,164,0.272,8
constrained,500,164,1.0,8
uniform,500,165,0.262,8
constrained,500,165,1.0,8
uniform,500,166,0.284,8
constrained,500,166,1.0,8
uniform,500,167,0.286,8
constrained,500,167,1.0,8
uniform,500,168,0.272,8
constrained,500,168,1.0,8
uniform,500,169,0.276,8
constrained,500,169,1.0,8
uniform,500,170,0.28,8
constrained,500,170,1.0,8
uniform,500,171,0.242,8
constrained,500,171,1.0,8
uniform,500,172,0.26,8
constrained,500,172,1.0,8
uniform,500,173,0.276,8
constrained,500,173,1.0,8
uniform,500,174,0.256,8
constrained,500,174,1.0,8
uniform,500,175,0.238,8
constrained,500,175,1.0,8
uniform,500,176,0.252,8
constrained,500,176,1.0,8
uniform,500,177,0.256,8
constrained,500,177,1.0,8
uniform,500,178,0.294,8
constrained,500,178,1.0,8
uniform,500,179,0.284,8
constrained,500,179,1.0,8
uniform,500,180,0.262,8
constrained,500,180,1.0,8
uniform,500,181,0.246,8
constrained,500,181,1.0,8
uniform,500,182,0.24,8
constrained,500,182,1.0,8
uniform,500,183,0.288,8
constrained,500,183,1.0,8
uniform,500,184,0.252,8
constrained,500,184,1.0,8
uniform,500,185,0.278,8
constrained,500,185,1.0,8
uniform,500,186,0.244,8
constrained,500,186,1.0,8
uniform,500,187,0.25,8
constrained,500,187,1.0,8
uniform,500,188,0.248,8
constrained,500,188,1.0,8
uniform,500,189,0.24,8
constrained,500,189,1.0,8
uniform,500,190,0.254,8
constrained,500,190,1.0,8
uniform,500,191,0.226,8
constrained,500,191,1.0,8
uniform,500,192,0.238,8
constrained,500,192,1.0,8
uniform,500,193,0.27,8
constrained,500,193,1.0,8
uniform,500,194,0.252,8
constrained,500,194,1.0,8
uniform,500,195,0.27,8
constrained,500,195,1.0,8
uniform,500,196,0.282,8
constrained,500,196,1.0,8
uniform,500,197,0.268,8
constrained,500,197,1.0,8
uniform,500,198,0.276,8
constrained,500,198,1.0,8
uniform,500,199,0.238,8
constrained,500,199,1.0,8
uniform,1000,0,0.26,8
constrained,1000,0,1.0,8
uniform,1000,1,0.261,8
constrained,1000,1,1.0,8
uniform,1000,2,0.264,8
constrained,1000,2,1.0,8
uniform,1000,3,0.284,8
constrained,1000,3,1.0,8
uniform,1000,4,0.284,8
constrained,1000,4,1.0,8
uniform,1000,5,0.244,8
constrained,1000,5,1.0,8
uniform,1000,6,0.263,8
constrained,1000,6,1.0,8
uniform,1000,7,0.271,8
constrained,1000,7,1.0,8
uniform,1000,8,0.261,8
constrained,1000,8,1.0,8
uniform,1000,9,0.274,8
constrained,1000,9,1.0,8
uniform,1000,10,0.253,8
constrained,1000,10,1.0,8
uniform,1000,11,0.272,8
constrained,1000,11,1.0,8
uniform,1000,12,0.26,8
constrained,1000,12,1.0,8
uniform,1000,13,0.254,8
constrained,1000,13,1.0,8
uniform,1000,14,0.262,8
constrained,1000,14,1.0,8
uniform,1000,15,0.283,8
constrained,1000,15,1.0,8
uniform,1000,16,0.283,8
constrained,1000,16,1.0,8
uniform,1000,17,0.262,8
constrained,1000,17,1.0,8
uniform,1000,18,0.28,8
constrained,1000,18,1.0,8
uniform,1000,19,0.261,8
constrained,1000,19,1.0,8
uniform,1000,20,0.256,8
constrained,1000,20,1.0,8
uniform,1000,21,0.278,8
constrained,1000,21,1.0,8
uniform,1000,22,0.29,8
constrained,1000,22,1.0,8
uniform,1000,23,0.275,8
constrained,1000,23,1.0,8
uniform,1000,24,0.266,8
constrained,1000,24,1.0,8
uniform,1000,25,0.268,8
constrained,1000,25,1.0,8
uniform,1000,26,0.253,8
constrained,1000,26,1.0,8
uniform,1000,27,0.265,8
constrained,1000,27,1.0,8
uniform,1000,28,0.265,8
constrained,1000,28,1.0,8
uniform,1000,29,0.294,8
constrained,1000,29,1.0,8
uniform,1000,30,0.246,8
constrained,1000,30,1.0,8
uniform,1000,31,0.277,8
constrained,1000,31,1.0,8
uniform,1000,32,0.275,8
constrained,1000,32,1.0,8
uniform,1000,33,0.271,8
constrained,1000,33,1.0,8
uniform,1000,34,0.258,8
constrained,1000,34,1.0,8
uniform,1000,35,0.256,8
constrained,1000,35,1.0,8
uniform,1000,36,0.262,8
constrained,1000,36,1.0,8
uniform,1000,37,0.275,8
constrained,1000,37,1.0,8
uniform,1000,38,0.277,8
constrained,1000,38,1.0,8
uniform,1000,39,0.285,8
constrained,1000,39,1.0,8
uniform,1000,40,0.262,8
constrained,1000,40,1.0,8
uniform,1000,41,0.274,8
constrained,1000,41,1.0,8
uniform,1000,42,0.276,8
constrained,1000,42,1.0,8
uniform,1000,43,0.275,8
constrained,1000,43,1.0,8
uniform,1000,44,0.262,8
constrained,1000,44,1.0,8
uniform,1000,45,0.283,8
constrained,1000,45,1.0,8
uniform,1000,46,0.272,8
constrained,1000,46,1.0,8
uniform,1000,47,0.257,8
constrained,1000,47,1.0,8
uniform,1000,48,0.265,8
constrained,1000,48,1.0,8
uniform,1000,49,0.273,8
constrained,1000,49,1.0,8
uniform,1000,50,0.273,8
constrained,1000,50,1.0,8
uniform,1000,51,0.274,8
constrained,1000,51,1.0,8
uniform,1000,52,0.276,8
constrained,1000,52,1.0,8
uniform,1000,53,0.268,8
constrained,1000,53,1.0,8
uniform,1000,54,0.257,8
constrained,1000,54,1.0,8
uniform,1000,55,0.265,8
constrained,1000,55,1.0,8
uniform,1000,56,0.274,8
constrained,1000,56,1.0,8
uniform,1000,57,0.244,8
constrained,1000,57,1.0,8
uniform,1000,58,0.263,8
constrained,1000,58,1.0,8
uniform,1000,59,0.264,8
constrained,1000,59,1.0,8
uniform,1000,60,0.235,8
constrained,1000,60,1.0,8
uniform,1000,61,0.259,8
constrained,1000,61,1.0,8
uniform,1000,62,0.264,8
constrained,1000,62,1.0,8
uniform,1000,63,0.272,8
constrained,1000,63,1.0,8
uniform,1000,64,0.265,8
constrained,1000,64,1.0,8
uniform,1000,65,0.266,8
constrained,1000,65,1.0,8
uniform,1000,66,0.258,8
constrained,1000,66,1.0,8
uniform,1000,67,0.256,8
constrained,1000,67,1.0,8
uniform,1000,68,0.27,8
constrained,1000,68,1.0,8
uniform,1000,69,0.275,8
constrained,1000,69,1.0,8
uniform,1000,70,0.26,8
constrained,1000,70,1.0,8
uniform,1000,71,0.277,8
constrained,1000,71,1.0,8
uniform,1000,72,0.263,8
constrained,1000,72,1.0,8
uniform,1000,73,0.247,8
constrained,1000,73,1.0,8
uniform,1000,74,0.254,8
constrained,1000,74,1.0,8
uniform,1000,75,0.282,8
constrained,1000,75,1.0,8
uniform,1000,76,0.262,8
constrained,1000,76,1.0,8
uniform,1000,77,0.266,8
constrained,1000,77,1.0,8
uniform,1000,78,0.265,8
constrained,1000,78,1.0,8
uniform,1000,79,0.274,8
constrained,1000,79,1.0,8
uniform,1000,80,0.267,8
constrained,1000,80,1.0,8
uniform,1000,81,0.274,8
constrained,1000,81,1.0,8
uniform,1000,82,0.272,8
constrained,1000,82,1.0,8
uniform,1000,83,0.267,8
constrained,1000,83,1.0,8
uniform,1000,84,0.265,8
constrained,1000,84,1.0,8
uniform,1000,85,0.278,8
constrained,1000,85,1.0,8
uniform,1000,86,0.239,8
constrained,1000,86,1.0,8
uniform,1000,87,0.277,8
constrained,1000,87,1.0,8
uniform,1000,88,0.269,8
constrained,1000,88,1.0,8
uniform,1000,89,0.259,8
constrained,1000,89,1.0,8
uniform,1000,90,0.292,8
constrained,1000,90,1.0,8
uniform,1000,91,0.272,8
constrained,1000,91,1.0,8
uniform,1000,92,0.266,8
constrained,1000,92,1.0,8
uniform,1000,93,0.28,8
constrained,1000,93,1.0,8
uniform,1000,94,0.288,8
constrained,1000,94,1.0,8
uniform,1000,95,0.274,8
constrained,1000,95,1.0,8
uniform,1000,96,0.291,8
constrained,1000,96,1.0,8
uniform,1000,97,0.267,8
constrained,1000,97,1.0,8
uniform,1000,98,0.276,8
constrained,1000,98,1.0,8
uniform,1000,99,0.284,8
constrained,1000,99,1.0,8
uniform,1000,100,0.29,8
constrained,1000,100,1.0,8
uniform,1000,101,0.248,8
constrained,1000,101,1.0,8
uniform,1000,102,0.275,8
constrained,1000,102,1.0,8
uniform,1000,103,0.254,8
constrained,1000,103,1.0,8
uniform,1000,104,0.26,8
constrained,1000,104,1.0,8
uniform,1000,105,0.272,8
constrained,1000,105,1.0,8
uniform,1000,106,0.273,8
constrained,1000,106,1.0,8
uniform,1000,107,0.262,8
constrained,1000,107,1.0,8
uniform,1000,108,0.247,8
constrained,1000,108,1.0,8
uniform,1000,109,0.258,8
constrained,1000,109,1.0,8
uniform,1000,110,0.269,8
constrained,1000,110,1.0,8
uniform,1000,111,0.278,8
constrained,1000,111,1.0,8
uniform,1000,112,0.258,8
constrained,1000,112,1.0,8
uniform,1000,113,0.26,8
constrained,1000,113,1.0,8
uniform,1000,114,0.265,8
constrained,1000,114,1.0,8
uniform,1000,115,0.291,8
constrained,1000,115,1.0,8
uniform,1000,116,0.258,8
constrained,1000,116,1.0,8
uniform,1000,117,0.285,8
constrained,1000,117,1.0,8
uniform,1000,118,0.254,8
constrained,1000,118,1.0,8
uniform,1000,119,0.235,8
constrained,1000,119,1.0,8
uniform,1000,120,0.268,8
constrained,1000,120,1.0,8
uniform,1000,121,0.274,8
constrained,1000,121,1.0,8
uniform,1000,122,0.267,8
constrained,1000,122,1.0,8
uniform,1000,123,0.268,8
constrained,1000,123,1.0,8
uniform,1000,124,0.273,8
constrained,1000,124,1.0,8
uniform,1000,125,0.236,8
constrained,1000,125,1.0,8
uniform,1000,126,0.257,8
constrained,1000,126,1.0,8
uniform,1000,127,0.261,8
constrained,1000,127,1.0,8
uniform,1000,128,0.269,8
constrained,1000,128,1.0,8
uniform,1000,129,0.281,8
constrained,1000,129,1.0,8
uniform,1000,130,0.256,8
constrained,1000,130,1.0,8
uniform,1000,131,0.293,8
constrained,1000,131,1.0,8
uniform,1000,132,0.246,8
constrained,1000,132,1.0,8
uniform,1000,133,0.241,8
constrained,1000,133,1.0,8
uniform,1000,134,0.237,8
constrained,1000,134,1.0,8
uniform,1000,135,0.259,8
constrained,1000,135,1.0,8
uniform,1000,136,0.259,8
constrained,1000,136,1.0,8
uniform,1000,137,0.294,8
constrained,1000,137,1.0,8
uniform,1000,138,0.231,8
constrained,1000,138,1.0,8
uniform,1000,139,0.265,8
constrained,1000,139,1.0,8
uniform,1000,140,0.251,8
constrained,1000,140,1.0,8
uniform,1000,141,0.264,8
constrained,1000,141,1.0,8
uniform,1000,142,0.243,8
constrained,1000,142,1.0,8
uniform,1000,143,0.29,8
constrained,1000,143,1.0,8
uniform,1000,144,0.243,8
constrained,1000,144,1.0,8
uniform,1000,145,0.271,8
constrained,1000,145,1.0,8
uniform,1000,146,0.251,8
constrained,1000,146,1.0,8
uniform,1000,147,0.26,8
constrained,1000,147,1.0,8
uniform,1000,148,0.259,8
constrained,1000,148,1.0,8
uniform,1000,149,0.278,8
constrained,1000,149,1.0,8
uniform,1000,150,0.273,8
constrained,1000,150,1.0,8
uniform,1000,151,0.287,8
constrained,1000,151,1.0,8
uniform,1000,152,0.295,8
constrained,1000,152,1.0,8
uniform,1000,153,0.245,8
constrained,1000,153,1.0,8
uniform,1000,154,0.303,8
constrained,1000,154,1.0,8
uniform,1000,155,0.26,8
constrained,1000,155,1.0,8
uniform,1000,156,0.296,8
constrained,1000,156,1.0,8
uniform,1000,157,0.251,8
constrained,1000,157,1.0,8
uniform,1000,158,0.279,8
constrained,1000,158,1.0,8
uniform,1000,159,0.24,8
constrained,1000,159,1.0,8
uniform,1000,160,0.281,8
constrained,1000,160,1.0,8
uniform,1000,161,0.262,8
constrained,1000,161,1.0,8
uniform,1000,162,0.262,8
constrained,1000,162,1.0,8
uniform,1000,163,0.255,8
constrained,1000,163,1.0,8
uniform,1000,164,0.241,8
constrained,1000,164,1.0,8
uniform,1000,165,0.26,8
constrained,1000,165,1.0,8
uniform,1000,166,0.271,8
constrained,1000,166,1.0,8
uniform,1000,167,0.288,8
constrained,1000,167,1.0,8
uniform,1000,168,0.264,8
constrained,1000,168,1.0,8
uniform,1000,169,0.255,8
constrained,1000,169,1.0,8
uniform,1000,170,0.261,8
constrained,1000,170,1.0,8
uniform,1000,171,0.252,8
constrained,1000,171,1.0,8
uniform,1000,172,0.271,8
constrained,1000,172,1.0,8
uniform,1000,173,0.263,8
constrained,1000,173,1.0,8
uniform,1000,174,0.242,8
constrained,1000,174,1.0,8
uniform,1000,175,0.273,8
constrained,1000,175,1.0,8
uniform,1000,176,0.26,8
constrained,1000,176,1.0,8
uniform,1000,177,0.273,8
constrained,1000,177,1.0,8
uniform,1000,178,0.265,8
constrained,1000,178,1.0,8
uniform,1000,179,0.263,8
constrained,1000,179,1.0,8
uniform,1000,180,0.262,8
constrained,1000,180,1.0,8
uniform,1000,181,0.255,8
constrained,1000,181,1.0,8
uniform,1000,182,0.283,8
constrained,1000,182,1.0,8
uniform,1000,183,0.266,8
constrained,1000,183,1.0,8
uniform,1000,184,0.269,8
constrained,1000,184,1.0,8
uniform,1000,185,0.243,8
constrained,1000,185,1.0,8
uniform,1000,186,0.286,8
constrained,1000,186,1.0,8
uniform,1000,187,0.246,8
constrained,1000,187,1.0,8
uniform,1000,188,0.273,8
constrained,1000,188,1.0,8
uniform,1000,189,0.255,8
constrained,1000,189,1.0,8
uniform,1000,190,0.284,8
constrained,1000,190,1.0,8
uniform,1000,191,0.269,8
constrained,1000,191,1.0,8
uniform,1000,192,0.262,8
constrained,1000,192,1.0,8
uniform,1000,193,0.25,8
constrained,1000,193,1.0,8
uniform,1000,194,0.248,8
constrained,1000,194,1.0,8
uniform,1000,195,0.243,8
constrained,1000,195,1.0,8
uniform,1000,196,0.264,8
constrained,1000,196,1.0,8
uniform,1000,197,0.257,8
constrained,1000,197,1.0,8
uniform,1000,198,0.269,8
constrained,1000,198,1.0,8
uniform,1000,199,0.237,8
constrained,1000,199,1.0,8
